city;state;country;latitude;longitude;count;
adak;ak;us;51,880000;-176,658056;1;
cold bay;ak;us;55,185833;-162,721111;1;
ketchikan;ak;us;55,342222;-131,646111;7;
ward cove;ak;us;55,411944;-131,722778;1;
craig;ak;us;55,476389;-133,148333;1;
wrangell;ak;us;56,470833;-132,376667;3;
petersburg;ak;us;56,812500;-132,955556;1;
sitka;ak;us;57,053056;-135,330000;1;
kodiak;ak;us;57,790000;-152,407222;5;
juneau;ak;us;58,301944;-134,419722;12;
auke bay;ak;us;58,383333;-134,659722;2;
gustavus;ak;us;58,413333;-135,736944;1;
haines;ak;us;59,235833;-135,445000;1;
yakutat;ak;us;59,546944;-139,727222;1;
homer;ak;us;59,642500;-151,548333;7;
newhalen;ak;us;59,720000;-154,897222;1;
anchor point;ak;us;59,776667;-151,831389;1;
ninilchik;ak;us;60,051389;-151,668889;2;
seward;ak;us;60,104167;-149,442222;4;
clam gulch;ak;us;60,231111;-151,393611;1;
soldotna;ak;us;60,487778;-151,058333;3;
sterling;ak;us;60,537222;-150,764722;1;
cordova;ak;us;60,542778;-145,757500;2;
kenai;ak;us;60,554444;-151,258333;8;
nikiski;ak;us;60,690278;-151,288889;2;
bethel;ak;us;60,792222;-161,755833;8;
nunapitchuk;ak;us;60,896944;-162,459444;1;
girdwood;ak;us;60,942500;-149,166389;1;
valdez;ak;us;61,130833;-146,348333;1;
anchorage;ak;us;61,218056;-149,900278;76;
eagle river;ak;us;61,321389;-149,567778;6;
chugiak;ak;us;61,388889;-149,481944;2;
eklutna;ak;us;61,458056;-149,362222;1;
hooper bay;ak;us;61,531111;-166,096667;1;
butte;ak;us;61,542222;-149,033333;1;
big lake;ak;us;61,550000;-149,866667;1;
wasilla;ak;us;61,581389;-149,439444;23;
palmer;ak;us;61,599722;-149,112778;10;
sutton;ak;us;61,711389;-148,894167;1;
willow;ak;us;61,747222;-150,037500;4;
glennallen;ak;us;62,109167;-145,546389;3;
trapper creek;ak;us;62,316667;-150,231389;1;
talkeetna;ak;us;62,323889;-150,109444;1;
tok;ak;us;63,336667;-142,985556;1;
savoonga;ak;us;63,694167;-170,478889;2;
healy;ak;us;63,856944;-148,966111;1;
delta junction;ak;us;64,037778;-145,732222;2;
nenana;ak;us;64,563889;-149,093056;3;
white mountain;ak;us;64,681389;-163,405556;1;
nulato;ak;us;64,719444;-158,103056;1;
north pole;ak;us;64,751111;-147,349444;16;
fairbanks;ak;us;64,837778;-147,716389;48;
ester;ak;us;64,847222;-148,014444;1;
council;ak;us;64,895000;-163,676389;1;
teller;ak;us;65,263611;-166,360833;2;
kotzebue;ak;us;66,898333;-162,596667;1;
venetie;ak;us;67,013889;-146,418611;1;
kaktovik;ak;us;70,131944;-143,623889;1;
wainwright;ak;us;70,636944;-160,038333;1;
fort morgan;al;us;30,228333;-88,023056;4;
gulf shores;al;us;30,245833;-87,700833;12;
dauphin island;al;us;30,255278;-88,109722;4;
orange beach;al;us;30,294167;-87,573611;7;
foley;al;us;30,406389;-87,683611;6;
elberta;al;us;30,414167;-87,597778;1;
grand bay;al;us;30,476111;-88,342222;4;
irvington;al;us;30,506667;-88,233889;3;
seminole;al;us;30,515000;-87,473889;1;
fairhope;al;us;30,522778;-87,903333;4;
silverhill;al;us;30,545278;-87,751667;2;
theodore;al;us;30,547500;-88,175278;3;
daphne;al;us;30,603333;-87,903611;6;
spanish fort;al;us;30,674722;-87,915278;2;
mobile;al;us;30,694167;-88,043056;22;
north mobile county;al;us;30,761389;-88,091389;1;
chickasaw;al;us;30,763611;-88,074722;1;
semmes;al;us;30,778056;-88,259167;1;
saraland;al;us;30,820556;-88,070556;2;
satsuma;al;us;30,853056;-88,056111;1;
bay minette;al;us;30,882778;-87,773056;2;
stockton;al;us;30,993611;-87,858056;1;
flomaton;al;us;31,000000;-87,260833;1;
atmore;al;us;31,023611;-87,493889;1;
citronelle;al;us;31,090556;-88,228056;3;
brewton;al;us;31,105000;-87,072222;1;
slocomb;al;us;31,108056;-85,594444;1;
rehobeth;al;us;31,122778;-85,452778;1;
dothan;al;us;31,223056;-85,390556;12;
opp;al;us;31,282500;-86,255556;4;
enterprise;al;us;31,315000;-85,855278;4;
headland;al;us;31,351111;-85,342222;3;
elba;al;us;31,414444;-86,067778;1;
ozark;al;us;31,458889;-85,640556;2;
jackson;al;us;31,508889;-87,894444;1;
monroeville;al;us;31,527778;-87,324722;1;
mckenzie;al;us;31,542222;-86,715000;1;
brantley;al;us;31,582222;-86,257222;1;
grove hill;al;us;31,708611;-87,777222;1;
franklin county;al;us;31,714444;-87,411389;1;
luverne;al;us;31,716389;-86,263889;1;
troy;al;us;31,808611;-85,970000;1;
banks;al;us;31,815000;-85,843056;1;
greenville;al;us;31,829444;-86,617778;1;
eufaula;al;us;31,891111;-85,145556;4;
thomasville;al;us;31,913333;-87,735833;1;
fort. deposit;al;us;31,984444;-86,578611;1;
pine level;al;us;32,067778;-86,059722;1;
hayneville;al;us;32,183889;-86,580278;1;
indian springs;al;us;32,252222;-88,100833;1;
montgomery;al;us;32,366667;-86,300000;19;
selma;al;us;32,407222;-87,021111;1;
prattville;al;us;32,463889;-86,459722;4;
phenix city;al;us;32,470833;-85,000833;2;
millbrook;al;us;32,479722;-86,361944;2;
elmore;al;us;32,538611;-86,315000;2;
smiths station;al;us;32,540000;-85,098611;1;
wetumpka;al;us;32,543611;-86,211944;2;
livingston;al;us;32,584167;-88,187222;1;
salem;al;us;32,596667;-85,238611;1;
deatsville;al;us;32,608056;-86,395833;1;
auburn;al;us;32,609722;-85,480833;7;
marion;al;us;32,632222;-87,319167;1;
marion county;al;us;32,632222;-87,319167;1;
opelika;al;us;32,645278;-85,378333;1;
verbena;al;us;32,749722;-86,511389;1;
cusseta;al;us;32,784722;-85,305833;1;
valley;al;us;32,818611;-85,179444;2;
nixburg;al;us;32,827778;-86,111111;1;
dadeville;al;us;32,831111;-85,763611;1;
clanton;al;us;32,838611;-86,629444;1;
lawley;al;us;32,859444;-86,951389;1;
lanett;al;us;32,868611;-85,190556;2;
brent;al;us;32,937222;-87,164722;1;
kellyton;al;us;32,979722;-86,033611;1;
fredonia;al;us;32,989722;-85,288611;1;
bradford;al;us;32,994722;-86,085000;1;
moundville;al;us;32,997500;-87,630000;5;
weogufka;al;us;33,016389;-86,312222;2;
montevallo;al;us;33,100556;-86,864167;2;
calera;al;us;33,102778;-86,753611;1;
shelby;al;us;33,110278;-86,584167;1;
wadley;al;us;33,121389;-85,566389;1;
sylacauga;al;us;33,173056;-86,251667;2;
maylene;al;us;33,203333;-86,861667;2;
tuscaloosa;al;us;33,209722;-87,569167;14;
chambers county;al;us;33,241667;-87,158056;1;
alabaster;al;us;33,244167;-86,816389;6;
pelham;al;us;33,285556;-86,810000;2;
helena;al;us;33,296111;-86,843611;3;
wedowee;al;us;33,308889;-85,484722;3;
gordo;al;us;33,320000;-87,902778;2;
chelsea;al;us;33,340000;-86,630278;3;
mccalla;al;us;33,348611;-87,014167;1;
bessemer;al;us;33,401667;-86,954444;4;
hoover;al;us;33,405278;-86,811389;12;
talladega;al;us;33,435833;-86,105833;2;
sterrett;al;us;33,448611;-86,480000;1;
hueytown;al;us;33,451111;-86,996667;3;
homewood;al;us;33,471667;-86,800833;2;
mountain brook;al;us;33,500833;-86,752222;2;
birmingham;al;us;33,520556;-86,802500;52;
irondale;al;us;33,538056;-86,707222;1;
leeds;al;us;33,548056;-86,544444;2;
tarrant city;al;us;33,583333;-86,772778;1;
coldwater;al;us;33,586111;-85,918333;1;
pell city;al;us;33,586111;-86,286111;4;
adamsville;al;us;33,600833;-86,956111;2;
eastaboga;al;us;33,605833;-86,021389;1;
lincoln;al;us;33,613056;-86,118333;1;
oxford;al;us;33,614167;-85,835000;3;
trussville;al;us;33,619722;-86,608889;3;
heflin;al;us;33,648889;-85,587500;4;
anniston;al;us;33,659722;-85,831667;8;
gardendale;al;us;33,660000;-86,812778;6;
mount olive;al;us;33,670833;-86,856111;1;
pinson;al;us;33,688889;-86,683333;2;
morris;al;us;33,748056;-86,808611;2;
cordova;al;us;33,759722;-87,183333;2;
kimberly;al;us;33,773333;-86,813889;1;
springville;al;us;33,775000;-86,471667;1;
ohatchee;al;us;33,783333;-86,002500;1;
jacksonville;al;us;33,813611;-85,761389;4;
warrior;al;us;33,814167;-86,809444;1;
remlap;al;us;33,816667;-86,600833;1;
wellington;al;us;33,822500;-85,892778;1;
sipsey;al;us;33,824722;-87,086111;1;
jasper;al;us;33,831111;-87,277500;4;
carbon hill;al;us;33,891667;-87,526111;1;
locust fork;al;us;33,907500;-86,615278;1;
eldridge;al;us;33,922778;-87,617222;1;
piedmont;al;us;33,924444;-85,611389;1;
southside;al;us;33,924444;-86,022500;3;
borden springs;al;us;33,929722;-85,470278;1;
oneonta;al;us;33,948056;-86,472778;3;
fairview;al;us;33,957778;-86,562222;1;
bremen;al;us;33,994444;-86,970000;1;
hokes bluff;al;us;33,998056;-85,866389;1;
gadsden;al;us;34,014167;-86,006667;8;
attalla;al;us;34,021667;-86,088611;1;
lynn;al;us;34,046944;-87,549722;1;
hanceville;al;us;34,060556;-86,767500;2;
arley;al;us;34,078889;-87,212222;2;
blountsville;al;us;34,081389;-86,591111;1;
hamilton;al;us;34,142222;-87,988611;3;
double springs;al;us;34,146389;-87,402222;1;
mountainboro;al;us;34,146944;-86,130556;1;
centre;al;us;34,151944;-85,678889;1;
holly pond;al;us;34,174167;-86,616389;1;
cullman;al;us;34,174722;-86,843611;10;
leesburg;al;us;34,179722;-85,761389;1;
baldwin county;al;us;34,189167;-86,916944;1;
boaz;al;us;34,200556;-86,166389;3;
addison;al;us;34,202222;-87,181389;1;
cedar bluff;al;us;34,220000;-85,607778;1;
collinsville;al;us;34,263889;-85,860556;2;
gaylesville;al;us;34,268333;-85,556944;2;
bear creek;al;us;34,274722;-87,700556;2;
crossville;al;us;34,287500;-85,994167;1;
arab;al;us;34,318056;-86,495833;2;
guntersville;al;us;34,358056;-86,294722;4;
union grove;al;us;34,401667;-86,449167;3;
hartselle;al;us;34,443333;-86,935278;2;
fort payne;al;us;34,444167;-85,719722;2;
fyffe;al;us;34,446667;-85,904167;3;
columbus city;al;us;34,460556;-86,233333;1;
belgreen;al;us;34,474722;-87,866389;1;
moulton;al;us;34,481111;-87,293333;1;
russellville;al;us;34,507778;-87,728611;1;
grant;al;us;34,528611;-86,253333;1;
new hope;al;us;34,536944;-86,394444;2;
frankfort;al;us;34,563333;-87,842222;1;
chalybeate springs;al;us;34,565000;-87,226667;1;
rock creek;al;us;34,596667;-87,916667;1;
decatur;al;us;34,605833;-86,983333;4;
dutton;al;us;34,610833;-85,916944;1;
woodville;al;us;34,627778;-86,274444;2;
hillsboro;al;us;34,639167;-87,191667;1;
colbert heights;al;us;34,660833;-87,694444;1;
scottsboro;al;us;34,672222;-86,034167;2;
madison;al;us;34,699167;-86,748333;20;
leighton;al;us;34,700833;-87,528889;2;
gurley;al;us;34,701667;-86,375833;3;
huntsville;al;us;34,730278;-86,586111;44;
muscle shoals;al;us;34,744722;-87,667500;1;
cherokee;al;us;34,756944;-87,972778;1;
monrovia;al;us;34,786389;-86,713889;1;
florence;al;us;34,799722;-87,677222;5;
athens;al;us;34,802778;-86,971667;9;
rogersville;al;us;34,825556;-87,294722;1;
petersville;al;us;34,855278;-87,691667;1;
harvest;al;us;34,855556;-86,750833;2;
st. florian;al;us;34,873333;-87,623333;1;
toney;al;us;34,898056;-86,733611;5;
new market;al;us;34,910000;-86,427778;1;
waterloo;al;us;34,918056;-88,064167;1;
elkmont;al;us;34,928889;-86,973889;1;
hazel green;al;us;34,932222;-86,571944;3;
bridgeport;al;us;34,947500;-85,714444;1;
ardmore;al;us;34,991944;-86,846944;4;
junction city;ar;us;33,016111;-92,724167;1;
doddridge;ar;us;33,091667;-93,908056;1;
eudora;ar;us;33,109444;-91,261944;1;
newell;ar;us;33,165833;-92,744444;1;
sunshine;ar;us;33,186944;-91,529444;1;
el dorado;ar;us;33,207500;-92,666111;8;
magnolia;ar;us;33,266944;-93,239167;2;
marsden;ar;us;33,327778;-92,222500;1;
lake village;ar;us;33,328611;-91,281667;2;
calion;ar;us;33,328889;-92,538333;2;
waldo;ar;us;33,351389;-93,295556;1;
smackover;ar;us;33,364722;-92,724722;2;
stephens;ar;us;33,411111;-93,069444;1;
texarkana;ar;us;33,441667;-94,037500;3;
hermitage;ar;us;33,446389;-92,173889;1;
hampton;ar;us;33,537778;-92,469722;3;
camden;ar;us;33,584444;-92,834167;2;
fulton;ar;us;33,614444;-93,813333;2;
monticello;ar;us;33,628889;-91,790833;2;
hope;ar;us;33,666944;-93,591389;2;
ashdown;ar;us;33,674167;-94,131111;1;
arden;ar;us;33,689444;-94,285556;1;
bluff city;ar;us;33,718333;-93,133889;1;
washington;ar;us;33,773889;-93,682500;1;
prescott;ar;us;33,802500;-93,380833;1;
fordyce;ar;us;33,813611;-92,412778;1;
horatio;ar;us;33,938333;-94,356944;1;
pinebergen;ar;us;34,102778;-91,992222;1;
dierks;ar;us;34,119167;-94,016389;1;
arkadelphia;ar;us;34,120833;-93,053611;1;
gillham;ar;us;34,169167;-94,316111;1;
pine bluff;ar;us;34,228333;-92,003056;2;
white hall;ar;us;34,273889;-92,090833;1;
umpire;ar;us;34,278889;-94,050556;1;
sheridan;ar;us;34,306944;-92,401111;1;
glenwood;ar;us;34,326667;-93,550556;1;
social hill;ar;us;34,331944;-92,913056;1;
malvern;ar;us;34,362222;-92,812778;4;
glen rose;ar;us;34,455556;-92,729444;2;
stuttgart;ar;us;34,500278;-91,552500;1;
hot springs;ar;us;34,503611;-93,055000;18;
royal;ar;us;34,511389;-93,240833;2;
tomberlin;ar;us;34,515833;-91,871389;1;
helena;ar;us;34,529444;-90,591667;2;
england;ar;us;34,544167;-91,968889;1;
bauxite;ar;us;34,555556;-92,521111;3;
mount ida;ar;us;34,556667;-93,633889;2;
benton;ar;us;34,564444;-92,586667;3;
fountain lake;ar;us;34,572778;-92,987500;1;
mena;ar;us;34,586111;-94,239444;5;
bryant;ar;us;34,595833;-92,488889;5;
alexander;ar;us;34,629444;-92,441111;1;
sims;ar;us;34,659167;-93,690833;1;
hot springs village;ar;us;34,671944;-92,998611;1;
avilla;ar;us;34,682500;-92,585000;1;
clarendon;ar;us;34,693056;-91,313611;1;
story;ar;us;34,693056;-93,517500;1;
scott;ar;us;34,696389;-92,096111;1;
little rock;ar;us;34,746389;-92,289444;49;
west little rock;ar;us;34,746389;-92,289444;1;
whitehall;ar;us;34,764167;-90,546944;1;
north little rock;ar;us;34,769444;-92,266944;10;
ferndale;ar;us;34,778889;-92,557500;1;
lonoke;ar;us;34,783889;-91,899722;1;
moro;ar;us;34,795000;-90,991111;1;
sherwood;ar;us;34,815000;-92,224167;3;
jacksonville;ar;us;34,866111;-92,110000;3;
maumelle;ar;us;34,866667;-92,404167;3;
morgan;ar;us;34,886389;-92,372222;1;
horseshoe lake;ar;us;34,913333;-90,307222;1;
briggsville;ar;us;34,933889;-93,494167;1;
mayflower;ar;us;34,956944;-92,427222;2;
cabot;ar;us;34,974444;-92,016389;5;
hickory plains;ar;us;34,990000;-91,736667;1;
austin;ar;us;34,998333;-91,983611;1;
bigelow;ar;us;35,001111;-92,629722;4;
forrest city;ar;us;35,008056;-90,789722;1;
casa;ar;us;35,022778;-93,047500;1;
hartford;ar;us;35,022778;-94,381111;1;
ward;ar;us;35,030278;-91,950278;4;
beebe;ar;us;35,070556;-91,879444;2;
vilonia;ar;us;35,083889;-92,207778;2;
conway;ar;us;35,088611;-92,441944;22;
proctor;ar;us;35,095000;-90,373333;1;
booneville;ar;us;35,140000;-93,921389;2;
morrilton;ar;us;35,150833;-92,743889;3;
holland county;ar;us;35,171389;-92,273611;1;
marion;ar;us;35,214444;-90,196389;2;
greenwood;ar;us;35,215556;-94,255556;3;
dardanelle;ar;us;35,223056;-93,157778;4;
wynne;ar;us;35,224444;-90,786667;2;
overcup;ar;us;35,225000;-92,691944;1;
mount vernon;ar;us;35,226389;-92,123889;1;
greenbrier;ar;us;35,233889;-92,387500;5;
atkins;ar;us;35,246389;-92,936389;1;
pottsville;ar;us;35,248056;-93,048889;2;
searcy;ar;us;35,250556;-91,736111;5;
mccrory;ar;us;35,256111;-91,200000;1;
judsonia;ar;us;35,270000;-91,639722;1;
russellville;ar;us;35,278333;-93,133611;19;
augusta;ar;us;35,282222;-91,365278;2;
paris;ar;us;35,291944;-93,729722;1;
bald knob;ar;us;35,309722;-91,567778;2;
rose bud;ar;us;35,331389;-92,081111;1;
holly springs;ar;us;35,353611;-91,743889;1;
damascus;ar;us;35,367222;-92,409444;1;
fort smith;ar;us;35,385833;-94,398333;25;
ft. smith;ar;us;35,385833;-94,398333;1;
dover;ar;us;35,401389;-93,114167;4;
kibler;ar;us;35,430278;-94,231389;1;
hartman;ar;us;35,432500;-93,615278;1;
van buren;ar;us;35,436667;-94,348056;5;
coal hill;ar;us;35,437222;-93,672778;4;
bee branch;ar;us;35,450833;-92,394444;1;
dora;ar;us;35,454167;-94,440556;1;
formosa;ar;us;35,463056;-92,510000;1;
hector;ar;us;35,467222;-92,974722;1;
clarksville;ar;us;35,471389;-93,466389;5;
alma;ar;us;35,477778;-94,221667;3;
ozark;ar;us;35,486944;-93,827500;2;
heber springs;ar;us;35,491389;-92,031111;5;
mulberry;ar;us;35,500556;-94,051389;1;
hagarville;ar;us;35,515556;-93,324722;2;
rudy;ar;us;35,527778;-94,270556;1;
marked tree;ar;us;35,532778;-90,420556;3;
waldenburg;ar;us;35,565278;-90,933611;1;
greers ferry;ar;us;35,576944;-92,177222;3;
clinton;ar;us;35,591389;-92,460278;2;
newport;ar;us;35,604722;-91,281667;3;
trumann;ar;us;35,673611;-90,507222;1;
chester;ar;us;35,680833;-94,175000;2;
chimes;ar;us;35,698056;-92,738333;1;
osceola;ar;us;35,705000;-89,969444;2;
batesville;ar;us;35,769722;-91,640833;5;
winslow;ar;us;35,800833;-94,134722;1;
pleasant grove;ar;us;35,816389;-91,909167;1;
leslie;ar;us;35,830278;-92,557778;1;
jonesboro;ar;us;35,842222;-90,704167;11;
oxley;ar;us;35,842222;-92,456944;1;
timbo;ar;us;35,870833;-92,316944;3;
bono;ar;us;35,908611;-90,802500;1;
marshall;ar;us;35,908889;-92,631111;1;
blytheville;ar;us;35,927222;-89,918889;1;
prairie   grove;ar;us;35,975833;-94,317500;1;
prairie grove;ar;us;35,975833;-94,317500;2;
summers;ar;us;35,981111;-94,491389;1;
gilbert;ar;us;35,987778;-92,716111;1;
elkins;ar;us;36,001389;-94,008056;2;
jasper;ar;us;36,008056;-93,186389;3;
calamine;ar;us;36,011389;-91,398889;1;
ponca;ar;us;36,024167;-93,364444;1;
saint joe;ar;us;36,030000;-92,804444;1;
farmington;ar;us;36,041944;-94,246944;1;
kingston;ar;us;36,050556;-93,518333;2;
paragould;ar;us;36,058333;-90,497222;4;
fayetteville;ar;us;36,062500;-94,157222;25;
walnut ridge;ar;us;36,068333;-90,955833;2;
huntsville;ar;us;36,086111;-93,741111;1;
western grove;ar;us;36,100833;-92,953611;1;
goshen;ar;us;36,101111;-93,991111;1;
black rock;ar;us;36,108333;-91,097222;1;
tontitown;ar;us;36,177778;-94,233333;1;
springdale;ar;us;36,186667;-94,128611;15;
siloam springs;ar;us;36,188056;-94,540278;5;
norfork;ar;us;36,209444;-92,284167;2;
metalton;ar;us;36,223056;-93,529722;1;
yellville;ar;us;36,226111;-92,684722;1;
harrison;ar;us;36,229722;-93,107500;6;
lowell;ar;us;36,255278;-94,130556;2;
highfill;ar;us;36,261389;-94,357500;1;
pocahontas;ar;us;36,261389;-90,971111;7;
gentry;ar;us;36,267500;-94,484444;3;
war eagle;ar;us;36,267778;-93,940833;1;
peach orchard;ar;us;36,278611;-90,662778;1;
flippin;ar;us;36,278889;-92,596944;2;
gassville;ar;us;36,283056;-92,493889;1;
alpena;ar;us;36,294722;-93,291944;1;
cherokee village;ar;us;36,297778;-91,515833;3;
hardy;ar;us;36,315833;-91,482500;1;
rogers;ar;us;36,331944;-94,118333;11;
mountain home;ar;us;36,335278;-92,385000;11;
decatur;ar;us;36,335833;-94,460556;2;
centerton;ar;us;36,359722;-94,285000;2;
berryville;ar;us;36,364722;-93,567778;3;
salem;ar;us;36,371111;-91,822500;1;
bentonville;ar;us;36,372778;-94,208611;7;
henderson;ar;us;36,380556;-92,227500;1;
eureka springs;ar;us;36,401111;-93,737778;5;
gravette;ar;us;36,421944;-94,453333;3;
garfield;ar;us;36,448333;-93,973889;2;
omaha;ar;us;36,452222;-93,188333;1;
beaver;ar;us;36,473611;-93,767222;1;
holiday island;ar;us;36,485278;-93,731944;1;
naco;az;us;31,335278;-109,947500;2;
nogales;az;us;31,340278;-110,933611;4;
douglas;az;us;31,344444;-109,544722;1;
palominas;az;us;31,379722;-110,117778;2;
hereford;az;us;31,438333;-110,097222;1;
bisbee;az;us;31,448056;-109,927778;1;
rio rico;az;us;31,471389;-110,975833;4;
patagonia;az;us;31,539444;-110,755556;1;
sierra vista;az;us;31,554444;-110,303056;16;
tumacacori;az;us;31,568611;-111,051667;2;
arivaca;az;us;31,574722;-111,331667;4;
tubac;az;us;31,612500;-111,045278;1;
huachuca city;az;us;31,627778;-110,333333;2;
amado;az;us;31,707778;-111,063889;2;
green valley;az;us;31,854167;-110,993056;11;
st. david;az;us;31,904167;-110,213611;1;
sahuarita;az;us;31,957500;-110,955000;3;
benson;az;us;31,967778;-110,293889;6;
vail;az;us;32,047778;-110,711389;2;
three points;az;us;32,076667;-111,313056;1;
south tucson;az;us;32,199444;-110,967778;1;
tucson;az;us;32,221667;-110,925833;228;
willcox;az;us;32,252778;-109,831389;2;
why;az;us;32,268611;-112,738056;1;
bowie;az;us;32,326389;-109,486389;3;
picture rocks;az;us;32,345833;-111,245556;1;
ajo;az;us;32,371667;-112,860000;6;
oro valley;az;us;32,390833;-110,965833;4;
marana;az;us;32,436667;-111,224722;17;
avra valley;az;us;32,437778;-111,314722;1;
childs;az;us;32,452778;-112,842778;1;
san luis;az;us;32,486944;-114,781389;1;
catalina;az;us;32,500000;-110,920556;1;
red rock;az;us;32,576111;-111,325000;1;
san manuel;az;us;32,599722;-110,630278;2;
oracle;az;us;32,610833;-110,770278;2;
wellton;az;us;32,672778;-114,146111;3;
tacna;az;us;32,697500;-113,952778;1;
duncan;az;us;32,721389;-109,104722;2;
mammoth;az;us;32,722500;-110,640000;1;
yuma;az;us;32,725278;-114,623611;48;
mohawk;az;us;32,726667;-113,754444;1;
dome;az;us;32,755278;-114,361389;1;
arizona city;az;us;32,755833;-111,670278;8;
eloy;az;us;32,755833;-111,554167;5;
dateland;az;us;32,796389;-113,540278;3;
safford;az;us;32,833889;-109,706944;14;
thatcher;az;us;32,849167;-109,758611;1;
sentinel;az;us;32,858056;-113,212500;1;
casa grande;az;us;32,879444;-111,756667;22;
eleven mile corner;az;us;32,879444;-111,566389;1;
stanfield;az;us;32,882500;-111,961389;1;
pima;az;us;32,896111;-109,826944;1;
gila bend;az;us;32,947778;-112,716111;25;
coolidge;az;us;32,977778;-111,516944;4;
florence;az;us;33,031389;-111,386667;1;
kearny;az;us;33,056944;-110,910000;1;
maricopa;az;us;33,058056;-112,046944;29;
sacaton;az;us;33,076667;-111,738611;2;
sun lakes;az;us;33,211111;-111,874722;2;
queen creek;az;us;33,248611;-111,633611;23;
superior;az;us;33,293889;-111,095556;4;
chandler;az;us;33,306111;-111,840556;71;
cedar ridge;az;us;33,333333;-111,845000;1;
ahwatukee;az;us;33,341667;-111,983333;2;
san carlos;az;us;33,345278;-110,452500;2;
palo verde;az;us;33,348056;-112,676667;1;
gilbert;az;us;33,352778;-111,788333;82;
laveen;az;us;33,362778;-112,168611;4;
buckeye;az;us;33,370278;-112,583056;26;
pinal county;az;us;33,376111;-110,753056;1;
globe;az;us;33,394167;-110,785833;10;
south phoenix;az;us;33,406667;-112,072778;2;
tempe;az;us;33,414722;-111,908611;63;
apache junction;az;us;33,415000;-111,548889;19;
east mesa;az;us;33,415278;-111,657222;1;
mesa;az;us;33,422222;-111,821944;139;
cashion;az;us;33,435278;-112,297222;2;
goodyear;az;us;33,435278;-112,357500;24;
avondale;az;us;33,435556;-112,348889;13;
phoenix;az;us;33,448333;-112,073333;439;
west phoenix;az;us;33,448333;-112,073333;3;
litchfield park;az;us;33,493333;-112,357222;11;
tonopah;az;us;33,493611;-112,936389;2;
scottsdale;az;us;33,509167;-111,898333;103;
paradise valley;az;us;33,531111;-111,941944;7;
glendale;az;us;33,538611;-112,185278;61;
peoria;az;us;33,580556;-112,236667;38;
sun city;az;us;33,597500;-112,271111;6;
waddell;az;us;33,611389;-112,426389;1;
fountain hills;az;us;33,611667;-111,716667;10;
el mirage;az;us;33,613056;-112,323889;2;
surprise;az;us;33,630556;-112,332500;46;
quartzsite;az;us;33,663889;-114,229167;6;
brenda;az;us;33,679722;-113,943889;1;
rio verde;az;us;33,722500;-111,675000;1;
wittmann;az;us;33,776389;-112,527778;4;
salome;az;us;33,781111;-113,613889;3;
circle city;az;us;33,815833;-112,579444;1;
carefree;az;us;33,822222;-111,917500;1;
wenden;az;us;33,822500;-113,540833;1;
cave creek;az;us;33,833333;-111,950000;6;
whiteriver;az;us;33,836944;-109,963611;1;
alpine;az;us;33,848056;-109,142500;2;
morristown;az;us;33,856667;-112,622500;1;
sunflower;az;us;33,864167;-111,466944;3;
new river;az;us;33,915833;-112,135278;4;
bouse;az;us;33,932500;-114,005000;14;
aguila;az;us;33,942778;-113,173333;1;
nutrioso;az;us;33,953056;-109,208611;1;
wickenburg;az;us;33,968611;-112,728889;13;
hawley lake;az;us;33,983889;-109,746389;1;
greer;az;us;34,010000;-109,458056;2;
cibecue;az;us;34,044722;-110,484722;1;
black canyon city;az;us;34,070833;-112,150000;5;
eagar;az;us;34,111111;-109,290833;1;
springerville;az;us;34,133333;-109,285278;1;
parker;az;us;34,150000;-114,288333;4;
congress;az;us;34,162500;-112,850000;4;
payson;az;us;34,230833;-111,324444;7;
show low;az;us;34,254167;-110,029167;11;
cordes;az;us;34,303333;-112,166111;1;
cordes junction;az;us;34,332222;-112,119722;1;
spring valley;az;us;34,345000;-112,158333;2;
clay springs;az;us;34,361667;-110,294722;1;
dugas;az;us;34,361944;-111,977778;1;
pine;az;us;34,384444;-111,454444;1;
overgaard;az;us;34,390833;-110,552500;2;
mayer;az;us;34,397778;-112,235556;3;
strawberry;az;us;34,407778;-111,492778;4;
wilhoit;az;us;34,425833;-112,586111;3;
heber;az;us;34,431389;-110,593333;4;
lake havasu city;az;us;34,483889;-114,321667;58;
saint johns;az;us;34,505833;-109,360278;1;
snowflake;az;us;34,513333;-110,077778;1;
dewey;az;us;34,530000;-112,240556;1;
prescott;az;us;34,540000;-112,467778;29;
camp verde;az;us;34,563611;-111,853611;8;
bagdad;az;us;34,581111;-113,203889;2;
prescott valley;az;us;34,610000;-112,315000;32;
rimrock;az;us;34,650556;-111,745000;1;
wikieup;az;us;34,703333;-113,610556;2;
cornville;az;us;34,717778;-111,920833;2;
cottonwood;az;us;34,739167;-112,009167;15;
franconia;az;us;34,739444;-114,267500;1;
jerome;az;us;34,748889;-112,113056;2;
chino valley;az;us;34,757500;-112,453056;6;
clarkdale;az;us;34,771111;-112,057222;1;
sedona;az;us;34,869722;-111,760278;58;
west sedona;az;us;34,869722;-111,760278;1;
paulden;az;us;34,885556;-112,467500;1;
holbrook;az;us;34,902222;-110,157500;4;
mormon lake;az;us;34,908333;-111,462500;1;
munds park;az;us;34,945556;-111,639444;2;
winslow;az;us;35,024167;-110,696667;8;
two guns;az;us;35,117778;-111,092778;1;
navajo;az;us;35,124167;-109,537500;1;
