city;state;country;latitude;longitude;count;
tijeras;nm;us;35,080833;-106,387500;1;
albuquerque;nm;us;35,084444;-106,650556;196;
cedar crest;nm;us;35,107500;-106,372222;1;
grants;nm;us;35,147222;-107,850833;1;
stanley;nm;us;35,147500;-105,976389;2;
tucumcari;nm;us;35,171667;-103,724444;4;
rio rancho;nm;us;35,233333;-106,663889;20;
corrales;nm;us;35,237778;-106,606111;1;
bernalillo;nm;us;35,300000;-106,550556;2;
placitas;nm;us;35,306944;-106,424167;3;
algodones;nm;us;35,380556;-106,478611;2;
los montoyas;nm;us;35,419444;-105,207222;1;
continental divide;nm;us;35,425000;-108,314722;1;
cerrillos;nm;us;35,437778;-106,121944;1;
trementina;nm;us;35,469722;-104,527222;1;
lamy;nm;us;35,481389;-105,879167;1;
gallup;nm;us;35,528056;-108,741944;7;
pecos;nm;us;35,574167;-105,674444;4;
mariano lake;nm;us;35,578056;-108,321389;1;
glorieta;nm;us;35,583056;-105,769444;1;
las vegas;nm;us;35,593889;-105,223333;4;
santa fe;nm;us;35,686944;-105,937222;59;
jemez springs;nm;us;35,768611;-106,691667;3;
chupadero;nm;us;35,822500;-105,916111;1;
los alamos;nm;us;35,888056;-106,306389;4;
navajo;nm;us;35,900000;-109,033333;1;
espanola;nm;us;35,991111;-106,080000;4;
cuba;nm;us;36,022222;-106,957778;2;
crystal;nm;us;36,045833;-108,965556;2;
naschitti;nm;us;36,065000;-108,681389;1;
chamita;nm;us;36,070278;-106,096389;1;
alcalde;nm;us;36,088889;-106,053056;1;
el valle;nm;us;36,110278;-105,726111;1;
medanales;nm;us;36,175556;-106,182778;2;
ocate;nm;us;36,175556;-105,047500;1;
youngsville;nm;us;36,187500;-106,555833;1;
lybrook;nm;us;36,233333;-107,561667;1;
el rito;nm;us;36,343333;-106,188056;2;
ranchos de taos;nm;us;36,358611;-105,608889;2;
angel fire;nm;us;36,393056;-105,284444;1;
taos;nm;us;36,407222;-105,572500;13;
taos pueblo;nm;us;36,438611;-105,543889;1;
clayton;nm;us;36,451667;-103,183611;1;
cimarron;nm;us;36,510833;-104,915278;1;
arroyo seco;nm;us;36,516667;-105,568611;1;
mt. dora;nm;us;36,519444;-103,488611;1;
red river;nm;us;36,708056;-105,405556;2;
farmington;nm;us;36,728056;-108,218056;18;
kirtland;nm;us;36,734167;-108,359167;2;
shiprock;nm;us;36,785556;-108,686389;3;
aztec;nm;us;36,822222;-107,992222;4;
chama;nm;us;36,903056;-106,578889;1;
raton;nm;us;36,903333;-104,438611;2;
dulce;nm;us;36,933611;-106,998333;1;
laughlin;nv;us;35,167778;-114,572222;12;
searchlight;nv;us;35,465278;-114,918889;1;
primm;nv;us;35,612778;-115,389444;1;
jean;nv;us;35,778889;-115,323056;1;
boulder city;nv;us;35,978611;-114,831667;5;
henderson;nv;us;36,039722;-114,981111;53;
spring valley;nv;us;36,108056;-115,244167;1;
l.as vegas;nv;us;36,175000;-115,136389;1;
las vegas;nv;us;36,175000;-115,136389;335;
north las vegas;nv;us;36,198889;-115,116667;16;
pahrump;nv;us;36,208333;-115,983056;17;
mt. charleston;nv;us;36,257222;-115,641944;1;
overton;nv;us;36,543333;-114,446111;2;
indian springs;nv;us;36,569722;-115,669722;2;
amargosa valley;nv;us;36,643889;-116,399444;1;
mercury;nv;us;36,660556;-115,993611;1;
moapa;nv;us;36,675833;-114,620000;1;
ashton;nv;us;36,720278;-116,671667;1;
mesquite;nv;us;36,805556;-114,066389;7;
beatty;nv;us;36,908611;-116,758333;5;
gold point;nv;us;37,354722;-117,364167;1;
alamo;nv;us;37,365000;-115,163611;1;
hiko;nv;us;37,596944;-115,223333;1;
rachel;nv;us;37,644722;-115,742778;10;
goldfield;nv;us;37,708611;-117,234722;1;
pioche;nv;us;37,929722;-114,451389;1;
tonopah;nv;us;38,067222;-117,229167;5;
warm springs;nv;us;38,190556;-116,369167;2;
hawthorne;nv;us;38,524722;-118,623611;1;
topaz lake;nv;us;38,695833;-119,543056;1;
wellington;nv;us;38,756389;-119,375000;2;
gabbs;nv;us;38,868889;-117,921111;1;
gardnerville;nv;us;38,941389;-119,748611;3;
minden;nv;us;38,954167;-119,764722;3;
stateline;nv;us;38,962500;-119,938889;1;
yerington;nv;us;38,985833;-119,161944;4;
zephyr cove;nv;us;39,002222;-119,955000;1;
baker;nv;us;39,013333;-114,121944;1;
carson city;nv;us;39,163889;-119,766389;6;
dayton;nv;us;39,237222;-119,591944;1;
ely;nv;us;39,247500;-114,887778;2;
incline village;nv;us;39,251389;-119,971944;3;
steamboat;nv;us;39,377222;-119,742778;1;
virginia city highlands;nv;us;39,380833;-119,642778;1;
mcgill;nv;us;39,405000;-114,777778;2;
silver springs;nv;us;39,415556;-119,223611;2;
fallon;nv;us;39,473611;-118,776389;9;
eureka;nv;us;39,512778;-115,959722;3;
verdi;nv;us;39,518333;-119,987778;1;
mustang;nv;us;39,521944;-119,627500;1;
reno;nv;us;39,529722;-119,812778;104;
sparks;nv;us;39,535000;-119,751667;16;
sun valley;nv;us;39,596389;-119,775000;4;
fernley;nv;us;39,608056;-119,250833;4;
spanish springs;nv;us;39,649167;-119,706389;1;
lovelock;nv;us;40,179444;-118,472500;2;
rye patch;nv;us;40,447500;-118,288611;1;
battle mountain;nv;us;40,642222;-116,933333;1;
gerlach;nv;us;40,651667;-119,354167;2;
carlin;nv;us;40,713889;-116,103056;1;
spring creek;nv;us;40,726667;-115,585000;5;
valmy;nv;us;40,792778;-117,125833;1;
elko;nv;us;40,832500;-115,762222;15;
winnemucca;nv;us;40,973056;-117,734722;7;
montello;nv;us;41,261389;-114,193333;3;
vya;nv;us;41,592222;-119,859444;1;
belle harbor;ny;us;40,575833;-73,848611;1;
rockaway park;ny;us;40,580000;-73,836667;1;
long beach;ny;us;40,588333;-73,658333;4;
lido beach;ny;us;40,588889;-73,625833;1;
island park;ny;us;40,604167;-73,655833;1;
bloomfield;ny;us;40,612500;-74,178611;1;
inwood;ny;us;40,621944;-73,747222;3;
woodmere;ny;us;40,631944;-73,713056;1;
oceanside;ny;us;40,638611;-73,640556;4;
hewlett;ny;us;40,643056;-73,696111;2;
fire island;ny;us;40,647500;-73,146389;1;
north woodmere;ny;us;40,650000;-73,724444;1;
lynbrook;ny;us;40,654722;-73,672222;3;
baldwin;ny;us;40,656389;-73,609722;1;
freeport;ny;us;40,657500;-73,583611;3;
howard beach;ny;us;40,657778;-73,836667;2;
merrick;ny;us;40,662778;-73,551944;5;
valley stream;ny;us;40,664167;-73,708889;2;
seaford;ny;us;40,665833;-73,488611;1;
bellmore;ny;us;40,668611;-73,527500;2;
ozone park;ny;us;40,676667;-73,844167;1;
roosevelt;ny;us;40,678611;-73,589444;1;
amityville;ny;us;40,678889;-73,417500;4;
malverne;ny;us;40,678889;-73,674444;1;
massapequa park;ny;us;40,680278;-73,455556;2;
massapequa;ny;us;40,680556;-73,474722;5;
copiague;ny;us;40,681389;-73,400278;2;
wantagh;ny;us;40,683611;-73,510556;5;
davis park;ny;us;40,683889;-73,005278;1;
lindenhurst;ny;us;40,686667;-73,373889;11;
north merrick;ny;us;40,691111;-73,563611;1;
jamaica;ny;us;40,691389;-73,806111;6;
babylon;ny;us;40,695556;-73,326111;8;
west babylon;ny;us;40,695556;-73,326111;3;
richmond hill;ny;us;40,699722;-73,831667;1;
ridgewood;ny;us;40,700000;-73,906111;3;
uniondale;ny;us;40,700278;-73,593333;4;
elmont;ny;us;40,700833;-73,713333;4;
north massapequa;ny;us;40,700833;-73,462500;2;
hempstead;ny;us;40,706111;-73,619167;3;
franklin square;ny;us;40,707222;-73,676389;6;
east meadow;ny;us;40,713889;-73,559444;4;
new york;ny;us;40,714167;-74,006389;12;
new york city;ny;us;40,714167;-74,006389;113;
forest hills;ny;us;40,716111;-73,850556;5;
middle village;ny;us;40,716389;-73,881667;1;
north babylon;ny;us;40,716389;-73,322222;4;
brightwaters;ny;us;40,720833;-73,267778;2;
great river;ny;us;40,721111;-73,158056;2;
maspeth;ny;us;40,723056;-73,913056;2;
floral park;ny;us;40,723611;-73,705278;2;
bellerose;ny;us;40,724167;-73,715556;3;
bay shore;ny;us;40,725000;-73,245833;4;
levittown;ny;us;40,725833;-73,514722;14;
garden city;ny;us;40,726667;-73,634722;4;
islip;ny;us;40,729722;-73,210833;3;
west islip;ny;us;40,729722;-73,210833;5;
east islip;ny;us;40,731944;-73,186111;6;
farmingdale;ny;us;40,732500;-73,445833;7;
fresh meadows;ny;us;40,734722;-73,793889;1;
new hyde park;ny;us;40,735000;-73,688333;2;
sayville;ny;us;40,735833;-73,082500;3;
west sayville;ny;us;40,735833;-73,082500;1;
elmhurst;ny;us;40,736389;-73,878333;1;
bayport;ny;us;40,738333;-73,051111;1;
sunnyside;ny;us;40,739722;-73,935833;1;
garden city park;ny;us;40,740833;-73,663056;1;
blue point;ny;us;40,743889;-73,035000;2;
oakdale;ny;us;40,743889;-73,139167;3;
bethpage;ny;us;40,744167;-73,482500;9;
long island city;ny;us;40,744722;-73,949167;2;
woodside;ny;us;40,745278;-73,905833;1;
corona;ny;us;40,746944;-73,860556;1;
mineola;ny;us;40,749167;-73,641111;1;
carle place;ny;us;40,752500;-73,610833;2;
jackson heights;ny;us;40,755556;-73,885833;1;
westbury;ny;us;40,755556;-73,588056;4;
williston park;ny;us;40,756389;-73,645278;1;
bellport;ny;us;40,756944;-72,939722;3;
east williston;ny;us;40,758333;-73,635278;1;
east elmhurst;ny;us;40,761111;-73,865556;1;
deer park;ny;us;40,761667;-73,329722;12;
little neck;ny;us;40,761944;-73,738611;1;
flushing;ny;us;40,765278;-73,817778;8;
patchogue;ny;us;40,765556;-73,015556;5;
mastic beach;ny;us;40,766667;-72,852500;3;
east patchogue;ny;us;40,766944;-72,996667;4;
bayside;ny;us;40,768333;-73,777500;7;
hicksville;ny;us;40,768333;-73,525556;8;
douglaston;ny;us;40,768611;-73,747500;1;
bohemia;ny;us;40,769167;-73,115556;5;
astoria;ny;us;40,771944;-73,930556;6;
plainview;ny;us;40,776389;-73,467778;7;
brookhaven;ny;us;40,779167;-72,915833;4;
brentwood;ny;us;40,781111;-73,246667;2;
college point;ny;us;40,787500;-73,846389;2;
old westbury;ny;us;40,788611;-73,600000;2;
central islip;ny;us;40,790556;-73,202222;3;
jericho;ny;us;40,791944;-73,540278;2;
melville;ny;us;40,793333;-73,415556;3;
whitestone;ny;us;40,794444;-73,818889;1;
manhasset;ny;us;40,797778;-73,700000;1;
roslyn;ny;us;40,799722;-73,651389;1;
center moriches;ny;us;40,800278;-72,790278;3;
great neck;ny;us;40,800556;-73,728889;1;
shirley;ny;us;40,801389;-72,868056;6;
mastic;ny;us;40,801944;-72,841389;3;
islandia;ny;us;40,804167;-73,169444;1;
dix hills;ny;us;40,804722;-73,336667;1;
east moriches;ny;us;40,805000;-72,761389;2;
holbrook;ny;us;40,812222;-73,078889;4;
brookville;ny;us;40,813056;-73,567778;1;
holtsville;ny;us;40,815278;-73,045556;1;
ronkonkoma;ny;us;40,815278;-73,112778;9;
medford;ny;us;40,817500;-73,000556;6;
hauppauge;ny;us;40,825556;-73,203056;4;
port washington;ny;us;40,825556;-73,698611;3;
woodbury;ny;us;40,825556;-73,468056;1;
syosset;ny;us;40,826111;-73,502500;3;
glenwood landing;ny;us;40,830556;-73,639167;1;
lake ronkonkoma;ny;us;40,835000;-73,131667;1;
glen head;ny;us;40,835278;-73,624167;3;
yaphank;ny;us;40,836667;-72,917500;2;
commack;ny;us;40,842778;-73,293333;11;
east norwich;ny;us;40,846667;-73,535556;1;
westchester county;ny;us;40,847222;-73,855278;1;
sea cliff;ny;us;40,848889;-73,645278;1;
nesconset;ny;us;40,851944;-73,154444;1;
lake grove;ny;us;40,852778;-73,115556;3;
huntington station;ny;us;40,853333;-73,411944;6;
smithtown;ny;us;40,855833;-73,201111;6;
centereach;ny;us;40,858333;-73,100000;4;
glen cove;ny;us;40,862222;-73,634167;3;
oyster bay;ny;us;40,865556;-73,532500;1;
selden;ny;us;40,866389;-73,036111;6;
huntington;ny;us;40,868056;-73,426111;10;
coram;ny;us;40,868611;-73,001944;7;
greenlawn;ny;us;40,868889;-73,365556;1;
hampton bays;ny;us;40,868889;-72,518056;3;
cold spring harbor;ny;us;40,871389;-73,457222;1;
east northport;ny;us;40,876667;-73,325000;6;
saint james;ny;us;40,878889;-73,157222;1;
st. james;ny;us;40,878889;-73,157222;3;
middle island;ny;us;40,884167;-72,937778;3;
southampton;ny;us;40,884167;-72,390000;4;
centerport;ny;us;40,885278;-73,376667;2;
kings park;ny;us;40,886111;-73,257778;7;
eastchester;ny;us;40,888333;-73,828611;3;
ridge;ny;us;40,893889;-72,896389;2;
pelham manor;ny;us;40,895278;-73,807500;1;
northport;ny;us;40,900833;-73,343611;12;
lloyd harbor;ny;us;40,903333;-73,460278;1;
nissequogue;ny;us;40,903889;-73,198333;1;
new rochelle;ny;us;40,911389;-73,782778;18;
mount vernon;ny;us;40,912500;-73,837500;1;
riverhead;ny;us;40,916944;-72,662500;9;
port jefferson station;ny;us;40,925278;-73,047778;4;
stony brook;ny;us;40,925556;-73,141389;4;
larchmont;ny;us;40,927778;-73,752222;1;
yonkers;ny;us;40,931111;-73,899167;14;
wainscott;ny;us;40,936667;-72,243333;2;
bridgehampton;ny;us;40,937778;-72,301389;1;
bronxville;ny;us;40,938056;-73,832500;1;
east setauket;ny;us;40,941389;-73,106389;4;
aquebogue;ny;us;40,944444;-72,627500;2;
port jefferson;ny;us;40,946389;-73,069722;3;
mount sinai;ny;us;40,946944;-73,030000;2;
mt. sinai;ny;us;40,946944;-73,030000;1;
mamaroneck;ny;us;40,948611;-73,733056;1;
jamesport;ny;us;40,949444;-72,581944;3;
tuckahoe;ny;us;40,950278;-73,827778;1;
wading river;ny;us;40,950278;-72,843056;2;
rocky point;ny;us;40,952500;-72,925833;2;
sound beach;ny;us;40,956111;-72,968333;2;
shoreham;ny;us;40,957222;-72,908056;1;
miller place;ny;us;40,959722;-72,996667;2;
east hampton;ny;us;40,963333;-72,185278;2;
harrison;ny;us;40,968889;-73,713056;1;
amagansett;ny;us;40,973611;-72,144167;2;
mattituck;ny;us;40,991111;-72,534722;3;
sag harbor;ny;us;40,997778;-72,293056;7;
scarsdale;ny;us;41,005000;-73,785000;3;
ardsley;ny;us;41,010556;-73,844167;3;
cutchogue;ny;us;41,010556;-72,485556;2;
tappan;ny;us;41,021944;-73,947778;1;
white plains;ny;us;41,033889;-73,763333;7;
montauk;ny;us;41,035833;-71,955000;7;
irvington;ny;us;41,038889;-73,865556;1;
purchase;ny;us;41,040833;-73,715000;2;
piermont;ny;us;41,041944;-73,918611;1;
orangeburg;ny;us;41,046389;-73,950000;2;
silver beach;ny;us;41,050278;-72,356667;1;
elmsford;ny;us;41,055000;-73,820556;4;
pearl river;ny;us;41,058889;-74,022222;3;
southold;ny;us;41,064722;-72,426667;1;
tarrytown;ny;us;41,076111;-73,859167;2;
south nyack;ny;us;41,083056;-73,920556;1;
sleepy hollow;ny;us;41,085556;-73,858889;1;
nanuet;ny;us;41,088611;-74,013889;2;
nyack;ny;us;41,090556;-73,918333;1;
west nyack;ny;us;41,090556;-73,918333;1;
airmont;ny;us;41,100833;-74,116667;1;
monsey;ny;us;41,111111;-74,068889;2;
suffern;ny;us;41,114722;-74,150000;2;
valley  cottage;ny;us;41,118056;-73,955833;1;
valley cottage;ny;us;41,118056;-73,955833;1;
thornwood;ny;us;41,123333;-73,779444;2;
armonk;ny;us;41,126389;-73,714444;1;
pleasantville;ny;us;41,132778;-73,793056;3;
congers;ny;us;41,150556;-73,945833;2;
sloatsburg;ny;us;41,154444;-74,193333;2;
chappaqua;ny;us;41,159444;-73,765278;4;
ossining;ny;us;41,162778;-73,861944;3;
pomona;ny;us;41,166944;-74,043611;3;
millwood;ny;us;41,192222;-73,797778;1;
haverstraw;ny;us;41,197500;-73,965000;1;
bedford;ny;us;41,204167;-73,644167;3;
mount kisco;ny;us;41,204167;-73,727500;2;
mt. kisco;ny;us;41,204167;-73,727500;1;
croton-on-hudson;ny;us;41,208333;-73,891667;2;
pound ridge;ny;us;41,208611;-73,575278;3;
thiells;ny;us;41,210556;-74,018056;1;
greenwood lake;ny;us;41,222500;-74,294722;1;
stony point;ny;us;41,229444;-73,987500;4;
warwick;ny;us;41,256389;-74,360278;4;
fishers island;ny;us;41,256944;-72,024444;1;
katonah;ny;us;41,258889;-73,685833;2;
buchanan;ny;us;41,261944;-73,938611;1;
cross river;ny;us;41,262222;-73,615000;2;
yorktown heights;ny;us;41,270833;-73,778056;1;
peekskill;ny;us;41,290000;-73,920833;7;
harriman;ny;us;41,308333;-74,145000;1;
shrub oak;ny;us;41,327500;-73,820000;1;
somers;ny;us;41,328056;-73,686111;1;
monroe;ny;us;41,330556;-74,187222;6;
central valley;ny;us;41,331667;-74,121389;1;
florida;ny;us;41,331667;-74,357222;1;
putnam valley;ny;us;41,335833;-73,874444;1;
highland mills;ny;us;41,346944;-74,126667;1;
croton falls;ny;us;41,347222;-73,661389;1;
chester;ny;us;41,362500;-74,271667;1;
mahopac;ny;us;41,372222;-73,733889;3;
port jervis;ny;us;41,375000;-74,693056;2;
garrison;ny;us;41,383889;-73,946111;2;
slate hill;ny;us;41,390833;-74,476944;2;
brewster;ny;us;41,397222;-73,617500;3;
goshen;ny;us;41,401944;-74,324722;4;
new hampton;ny;us;41,410833;-74,407500;1;
cold spring;ny;us;41,420000;-73,955000;2;
washingtonville;ny;us;41,427778;-74,166389;3;
carmel;ny;us;41,430000;-73,680556;2;
cornwall-on-hudson;ny;us;41,444722;-74,016111;1;
middletown;ny;us;41,445833;-74,423333;8;
lagrange;ny;us;41,448611;-74,285833;2;
kent cliffs;ny;us;41,455000;-73,754444;1;
campbell hall;ny;us;41,455278;-74,263056;2;
lake carmel;ny;us;41,461389;-73,671389;1;
new windsor;ny;us;41,476667;-74,024167;1;
scotchtown;ny;us;41,481389;-74,360556;2;
maybrook;ny;us;41,483889;-74,218056;6;
newburgh;ny;us;41,503333;-74,010833;15;
beacon;ny;us;41,504722;-73,970000;3;
patterson;ny;us;41,513611;-73,606667;1;
circleville;ny;us;41,514167;-74,383889;2;
montgomery;ny;us;41,527500;-74,237222;1;
fishkill;ny;us;41,535556;-73,899444;3;
walden;ny;us;41,561111;-74,188889;4;
pawling;ny;us;41,561944;-73,603056;3;
wurtsboro;ny;us;41,576667;-74,487500;1;
hopewell junction;ny;us;41,583889;-73,809167;4;
wappingers falls;ny;us;41,596389;-73,911389;5;
marlboro;ny;us;41,605556;-73,971944;2;
wallkill;ny;us;41,605556;-74,184444;2;
pine bush;ny;us;41,608056;-74,299444;8;
poughquag;ny;us;41,608889;-73,682222;5;
plattekill;ny;us;41,617500;-74,076389;1;
rock hill;ny;us;41,625833;-74,598056;2;
wingdale;ny;us;41,646944;-73,568611;4;
lagrangeville;ny;us;41,650833;-73,763333;3;
monticello;ny;us;41,655556;-74,689722;3;
spring glen;ny;us;41,665556;-74,430278;1;
modena;ny;us;41,668333;-74,103056;2;
gardiner;ny;us;41,679722;-74,150833;1;
bethel;ny;us;41,683333;-74,871667;2;
poughkeepsie;ny;us;41,700278;-73,921389;20;
ellenville;ny;us;41,716944;-74,396111;1;
south fallsburg;ny;us;41,720556;-74,634722;1;
highland;ny;us;41,720833;-73,960556;7;
fallsburg;ny;us;41,731944;-74,601667;1;
new paltz;ny;us;41,747500;-74,087222;4;
callicoon;ny;us;41,767222;-75,056667;1;
ulster heights;ny;us;41,773611;-74,484167;1;
ferndale;ny;us;41,773889;-74,738889;1;
kerhonkson;ny;us;41,774722;-74,298611;3;
hyde park;ny;us;41,784722;-73,933611;4;
millbrook;ny;us;41,785000;-73,694444;1;
accord;ny;us;41,785556;-74,229444;1;
liberty;ny;us;41,801111;-74,746944;3;
wassaic;ny;us;41,803889;-73,559167;1;
youngsville;ny;us;41,808333;-74,886667;1;
mettacahonts;ny;us;41,812778;-74,254722;2;
high falls;ny;us;41,826667;-74,126667;2;
esopus;ny;us;41,827778;-73,965556;1;
rosendale;ny;us;41,843889;-74,082500;1;
grahamsville;ny;us;41,847778;-74,548333;3;
stone ridge;ny;us;41,853056;-74,139444;4;
samsonville;ny;us;41,887500;-74,294444;1;
rhinebeck;ny;us;41,926667;-73,913056;6;
kingston;ny;us;41,926944;-73,997778;17;
olivebridge;ny;us;41,927778;-74,215833;1;
rockland;ny;us;41,945278;-74,913333;1;
rockland county;ny;us;41,945278;-74,913333;1;
milan;ny;us;41,953333;-73,792500;1;
millerton;ny;us;41,953611;-73,511111;3;
hancock;ny;us;41,953889;-75,280833;1;
shokan;ny;us;41,973333;-74,212500;1;
west shokan;ny;us;41,973333;-74,212500;1;
red hook;ny;us;41,995000;-73,875833;1;
chemung;ny;us;42,008333;-76,624167;3;
waverly;ny;us;42,010278;-76,527500;1;
wellsburg;ny;us;42,016111;-76,727222;1;
lowman;ny;us;42,029722;-76,720833;1;
portville;ny;us;42,038611;-78,341111;5;
woodstock;ny;us;42,040833;-74,118611;1;
oliverea;ny;us;42,065278;-74,460556;1;
apalachin;ny;us;42,069444;-76,155000;2;
windsor;ny;us;42,075833;-75,640833;1;
olean;ny;us;42,077500;-78,430000;5;
saugerties;ny;us;42,077500;-73,953333;3;
vestal;ny;us;42,085000;-76,054167;10;
campville;ny;us;42,087500;-76,149167;1;
elmira;ny;us;42,089722;-76,808056;7;
allegany;ny;us;42,090000;-78,494444;3;
lockwood;ny;us;42,091111;-76,550278;1;
ashville;ny;us;42,096389;-79,375833;3;
jamestown;ny;us;42,096944;-79,235556;7;
endicott;ny;us;42,098333;-76,049722;9;
binghamton;ny;us;42,098611;-75,918333;26;
addison;ny;us;42,102778;-77,233889;1;
copake;ny;us;42,103333;-73,550556;2;
owego;ny;us;42,103333;-76,262500;6;
celoron;ny;us;42,109444;-79,283333;1;
endwell;ny;us;42,112778;-76,021389;2;
johnson city;ny;us;42,115556;-75,959167;8;
findley lake;ny;us;42,119167;-79,732778;1;
wellsville;ny;us;42,121944;-77,948333;4;
elmira heights;ny;us;42,129722;-76,821111;2;
germantown;ny;us;42,134444;-73,892222;2;
gibson;ny;us;42,140000;-77,031111;1;
corning;ny;us;42,142778;-77,055000;3;
margaretville;ny;us;42,148611;-74,648611;1;
north sanford;ny;us;42,154722;-75,452778;1;
andover;ny;us;42,156389;-77,795833;1;
kennedy;ny;us;42,157222;-79,102222;2;
salamanca;ny;us;42,157778;-78,715278;3;
sherman;ny;us;42,159167;-79,595556;2;
bemus point;ny;us;42,161667;-79,391944;2;
randolph;ny;us;42,161944;-78,975556;1;
horseheads;ny;us;42,166944;-76,820833;4;
walton;ny;us;42,169444;-75,129722;1;
scio;ny;us;42,171389;-77,978889;1;
harpursville;ny;us;42,178333;-75,625000;1;
andes;ny;us;42,188611;-74,786111;1;
maine;ny;us;42,192500;-76,061389;1;
gerry;ny;us;42,193333;-79,248889;1;
tannersville;ny;us;42,195556;-74,134167;1;
friendship;ny;us;42,206389;-78,137778;1;
chautauqua;ny;us;42,209722;-79,466944;1;
spencer;ny;us;42,209722;-76,493611;1;
hunter;ny;us;42,213611;-74,219167;2;
catskill;ny;us;42,217222;-73,865000;5;
cuba;ny;us;42,217500;-78,275556;3;
belmont;ny;us;42,223056;-78,034722;3;
newark valley;ny;us;42,223611;-76,183611;1;
claverack;ny;us;42,225000;-73,735000;1;
castle creek;ny;us;42,227500;-75,918611;2;
candor;ny;us;42,232778;-76,342778;1;
chenango forks;ny;us;42,235556;-75,848611;2;
little valley;ny;us;42,252500;-78,805833;1;
hudson;ny;us;42,252778;-73,791389;4;
mayville;ny;us;42,253889;-79,504722;2;
leeds;ny;us;42,255278;-73,902778;1;
centralia;ny;us;42,258611;-79,348056;1;
athens;ny;us;42,260278;-73,810000;2;
ripley;ny;us;42,266944;-79,710833;1;
canisteo;ny;us;42,270278;-77,606111;1;
jewett;ny;us;42,270278;-74,303333;1;
south cairo;ny;us;42,276944;-73,957222;2;
delhi;ny;us;42,278056;-74,916389;1;
savona;ny;us;42,288611;-77,218611;1;
bainbridge;ny;us;42,293333;-75,479722;2;
cairo;ny;us;42,298889;-73,998889;3;
berkshire;ny;us;42,304167;-76,186944;2;
monterey;ny;us;42,305556;-77,049444;1;
angelica;ny;us;42,306667;-78,016111;1;
windham;ny;us;42,307222;-74,252500;1;
westfield;ny;us;42,322222;-79,578333;1;
unadilla;ny;us;42,325278;-75,312778;2;
hornell;ny;us;42,327778;-77,661389;1;
whitney point;ny;us;42,328889;-75,968056;1;
bath;ny;us;42,336944;-77,318056;2;
franklin;ny;us;42,340556;-75,165556;2;
south kortright;ny;us;42,342222;-74,717500;2;
cassadaga;ny;us;42,344167;-79,309722;2;
coxsackie;ny;us;42,350833;-73,803333;3;
danby;ny;us;42,352222;-76,481111;1;
newfield;ny;us;42,361944;-76,591111;1;
chatham;ny;us;42,364167;-73,595278;1;
cornwallville;ny;us;42,368056;-74,158611;1;
east durham;ny;us;42,372500;-74,096111;1;
watkins glen;ny;us;42,380556;-76,873611;7;
brocton;ny;us;42,388611;-79,441389;1;
arkport;ny;us;42,394444;-77,696944;1;
kinderhook;ny;us;42,395278;-73,698333;1;
upper lisle;ny;us;42,396111;-75,957500;1;
otego;ny;us;42,397222;-75,173889;1;
killawog;ny;us;42,400556;-76,021111;2;
ashford hollow;ny;us;42,403333;-78,685556;2;
oak hill;ny;us;42,409722;-74,152778;1;
valatie;ny;us;42,413333;-73,673611;3;
greenville;ny;us;42,415278;-74,022500;2;
burdett;ny;us;42,420000;-76,849167;1;
hannacroix;ny;us;42,428889;-73,809722;1;
harpersfield;ny;us;42,438333;-74,687778;2;
fredonia;ny;us;42,440000;-79,331944;1;
ithaca;ny;us;42,440556;-76,496944;25;
niverville;ny;us;42,440833;-73,661389;1;
marathon;ny;us;42,441667;-76,032500;2;
oxford;ny;us;42,441944;-75,598056;1;
new baltimore;ny;us;42,446111;-73,788889;1;
oneonta;ny;us;42,452778;-75,064167;6;
perrysburg;ny;us;42,456389;-79,002222;1;
gowanda;ny;us;42,463056;-78,936111;1;
ravena;ny;us;42,468333;-73,816667;3;
willet;ny;us;42,469167;-75,911944;1;
malden bridge;ny;us;42,470556;-73,583333;1;
rock stream;ny;us;42,471111;-76,927778;1;
coeymans;ny;us;42,473889;-73,792778;1;
jefferson;ny;us;42,481111;-74,610833;1;
lansing;ny;us;42,484167;-76,480278;2;
dryden;ny;us;42,490833;-76,297500;2;
mcdonough;ny;us;42,498333;-75,768333;1;
hector;ny;us;42,500556;-76,872778;1;
east nassau;ny;us;42,507778;-73,506944;1;
springville;ny;us;42,508333;-78,667500;1;
westerlo;ny;us;42,515000;-74,045833;1;
nassau;ny;us;42,515833;-73,610556;2;
nassau county;ny;us;42,515833;-73,610556;2;
lakemont;ny;us;42,516111;-76,928333;1;
dundee;ny;us;42,523333;-76,976944;1;
norwich;ny;us;42,531111;-75,523889;1;
trumansburg;ny;us;42,542222;-76,666389;1;
hunt;ny;us;42,546944;-77,994444;1;
schenevus;ny;us;42,548889;-74,821389;1;
dansville;ny;us;42,560833;-77,696389;2;
clarksville;ny;us;42,575833;-73,964444;2;
groton;ny;us;42,587778;-76,367222;1;
east greenbush;ny;us;42,590833;-73,702222;1;
mcgraw;ny;us;42,596111;-76,093611;1;
branchport;ny;us;42,598611;-77,154167;1;
cortland;ny;us;42,601111;-76,180833;5;
glenmont;ny;us;42,604722;-73,770000;1;
glenwood;ny;us;42,619167;-78,658056;2;
berne;ny;us;42,625278;-74,133889;1;
boston;ny;us;42,628889;-78,737778;2;
castile;ny;us;42,628889;-78,054722;1;
slingerlands;ny;us;42,629167;-73,865000;3;
averill park;ny;us;42,633889;-73,554167;3;
